
---------- Begin Simulation Statistics ----------
simSeconds                                   2.083108                       # Number of seconds simulated (Second)
simTicks                                 2083107857500                       # Number of ticks simulated (Tick)
finalTick                                2083107857500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8667.19                       # Real time elapsed on the host (Second)
hostTickRate                                240344031                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     704660                       # Number of bytes of host memory used (Byte)
simInsts                                   1545989209                       # Number of instructions simulated (Count)
simOps                                     2612657476                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   178373                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     301442                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       4166215716                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.694854                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.371078                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3793803021                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 73905394                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3173008317                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                9271161                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1255050933                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        3200921643                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            41018278                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          4166097963                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.761626                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.368352                       # Number of insts issued each cycle (Count)
system.cpu.icache.ReadReq.mshrMissLatency::total    122243500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000007                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000007                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 66184.894423                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 66184.894423                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           506.942956                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            260635465                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               1846                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           141189.309317                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   506.942956                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.990123                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.990123                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          508                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          135                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          373                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.992188                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          521273822                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         521273822                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  15401724                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                  819083786                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                 22519071                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             3867708415                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  779                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                722525517                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               431833224                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    24                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                  20624273                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   539090                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents       15208673                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect        1399822                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         3485                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              1403307                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               3164070145                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              3154252837                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                2406608977                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                2960815739                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        0.757103                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.812820                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                   368919724                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads               243681465                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                 5240                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation            15208673                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores              155111823                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    1                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                     32                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          478844052                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              5.753817                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            23.640836                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              467120038     97.55%     97.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               118386      0.02%     97.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29               176736      0.04%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                   22      0.00%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 1728      0.00%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                    5      0.00%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                    4      0.00%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   10      0.00%     97.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89              2234317      0.47%     98.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   19      0.00%     98.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                 19      0.00%     98.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                 24      0.00%     98.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                 52      0.00%     98.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                 93      0.00%     98.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149            6671863      1.39%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                 99      0.00%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                 51      0.00%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179            2379652      0.50%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                 48      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                 61      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                332      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                217      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                  2      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                  3      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                  7      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 55      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  1      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 14      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                954      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                351      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows           138889      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              720                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            478844052                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               534304825                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses               289446885                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       335                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       100                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses               260636333                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       498                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 2083107857500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               15401724                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                261701440                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles               910515889                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles     2113989142                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 470129421                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles             394360347                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             3973222777                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  8409                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents              317803941                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                 933641                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                 468622                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands          6769392687                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                 12686374594                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               4498509720                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     46228                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            4461575630                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps               2307817048                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                24070533                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing             1010494                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                1238541378                       # count of insts added to the skid buffer (Count)
system.cpu.rename.renameOccupancy::samples   4166097423                       # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::mean    117.450231                       # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::stdev    31.016986                       # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::underflows            0      0.00%      0.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::0-255   4166097407    100.00%    100.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::256-511           16      0.00%    100.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::512-767            0      0.00%    100.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::768-1023            0      0.00%    100.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::1024             0      0.00%    100.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::overflows            0      0.00%    100.00% # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::min_value           87                       # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::max_value          266                       # Rename Occupancy (Count)
system.cpu.rename.renameOccupancy::total   4166097423                       # Rename Occupancy (Count)
system.cpu.rob.reads                       7833784488                       # The number of ROB reads (Count)
system.cpu.rob.writes                      7898176082                       # The number of ROB writes (Count)
system.cpu.rob.avgInstsInROB                        0                       # Average number of instructions in ROB ((Count/Tick))
system.cpu.rob.maxInstsInROB                        0                       # Maximum number of instructions in ROB (Count)
system.cpu.rob.minInstsInROB                        0                       # Minimum number of instructions in ROB (Count)
system.cpu.rob.robOccupancy::samples       4166097423                       # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::mean           45.775617                       # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::stdev          44.762332                       # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::underflows             0      0.00%      0.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::0-255         4166097423    100.00%    100.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::256-511                0      0.00%    100.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::512-767                0      0.00%    100.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::768-1023               0      0.00%    100.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::1024                   0      0.00%    100.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::overflows              0      0.00%    100.00% # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::min_value              0                       # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::max_value            192                       # ROB Occupancy (Count)
system.cpu.rob.robOccupancy::total         4166097423                       # ROB Occupancy (Count)
system.cpu.thread_0.numInsts               1545989209                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 2612657476                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    78                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    347                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                 135321                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                    135668                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   347                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                135321                       # number of overall hits (Count)
system.l2.overallHits::total                   135668                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 1500                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data             11431975                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                11433475                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                1500                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data            11431975                       # number of overall misses (Count)
system.l2.overallMisses::total               11433475                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       115795000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data    798448059500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total       798563854500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      115795000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data   798448059500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total      798563854500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               1847                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data           11567296                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total              11569143                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              1847                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data          11567296                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total             11569143                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.812128                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.988301                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.988273                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.812128                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.988301                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.988273                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 77196.666667                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 69843.404967                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    69844.369669                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 77196.666667                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 69843.404967                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   69844.369669                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.demandMshrHits::cpu.inst                  1                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                     1                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu.inst                 1                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                    1                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu.inst             1499                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data         11431975                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total            11433474                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            1499                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data        11431975                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total           11433474                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    100720000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data 684128309500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total   684229029500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    100720000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data 684128309500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total  684229029500                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.811586                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.988301                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.988273                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.811586                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.988301                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.988273                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 67191.460974                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 59843.404967                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 59844.368343                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 67191.460974                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 59843.404967                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 59844.368343                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                              0                       # number of replacements (Count)
system.l2.CleanInvalidReq.missLatency::cpu.data 331797781500                       # number of CleanInvalidReq miss ticks (Tick)
system.l2.CleanInvalidReq.missLatency::total 331797781500                       # number of CleanInvalidReq miss ticks (Tick)
system.l2.CleanInvalidReq.avgMissLatency::cpu.data          inf                       # average CleanInvalidReq miss latency ((Tick/Count))
system.l2.CleanInvalidReq.avgMissLatency::total          inf                       # average CleanInvalidReq miss latency ((Tick/Count))
system.l2.CleanInvalidReq.mshrMisses::cpu.data     11428560                       # number of CleanInvalidReq MSHR misses (Count)
system.l2.CleanInvalidReq.mshrMisses::total     11428560                       # number of CleanInvalidReq MSHR misses (Count)
system.l2.CleanInvalidReq.mshrMissLatency::cpu.data 217512181500                       # number of CleanInvalidReq MSHR miss ticks (Tick)
system.l2.CleanInvalidReq.mshrMissLatency::total 217512181500                       # number of CleanInvalidReq MSHR miss ticks (Tick)
system.l2.CleanInvalidReq.mshrMissRate::cpu.data          inf                       # mshr miss rate for CleanInvalidReq accesses (Ratio)
system.l2.CleanInvalidReq.mshrMissRate::total          inf                       # mshr miss rate for CleanInvalidReq accesses (Ratio)
system.l2.CleanInvalidReq.avgMshrMissLatency::cpu.data 19032.334914                       # average CleanInvalidReq mshr miss latency ((Tick/Count))
system.l2.CleanInvalidReq.avgMshrMissLatency::total 19032.334914                       # average CleanInvalidReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.hits::cpu.inst             347                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                347                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          1500                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1500                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    115795000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    115795000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst         1847                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           1847                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.812128                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.812128                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 77196.666667                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 77196.666667                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrHits::cpu.inst            1                       # number of ReadCleanReq MSHR hits (Count)
system.l2.ReadCleanReq.mshrHits::total              1                       # number of ReadCleanReq MSHR hits (Count)
system.l2.ReadCleanReq.mshrMisses::cpu.inst         1499                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         1499                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst    100720000                       # number of ReadCleanReq MSHR miss ticks (Tick)
